medra_code,medra_name
10002938,Aortograph translumbar normal
10002939,Aortoiliac occlusive disease
10002940,Aortoilial graft
10002941,Apallic syndrome
10002942,Apathy
10002943,Apert's syndrome
10002944,Apgar score low
10002945,Aphakia
10002946,Aphakia and other disorders of lens
10002947,Aphakia congenital
10002948,Aphasia
10002949,Aphasia motor
10002950,Aphasia nominal
10002951,Aphasia sensory
10002952,Apheresis NOS
10002953,Aphonia
10002954,Aphonia psychogenic
10002955,Aphose
10002956,Aphrodisiac
10002957,Aphthous stoma
10002958,Aphthous stomatitis
10002959,Aphthous ulcer
10002960,Apicectomy
10002961,Aplasia
10002962,Aplasia bone marrow
10002963,Aplasia cutis congenita
10002964,Aplasia NOS
10002965,Aplasia pure red cell
10002966,"Aplasia, pure red cell"
10002967,Aplastic anaemia
10002968,"Aplastic anaemia, unspecified"
10002969,Aplastic anemia
10002970,"Aplastic anemia, unspecified"
10002971,Aplastic marrow
10002972,Apnea
10002973,Apnea neonatal
10002974,Apnoea
10002975,Apnoea attack
10002976,Apnoea neonatal
10002977,Apnoeic attack
10002978,Apo A1
10002979,Apo B
10002980,Apo-A1
10002981,Apo-B
10002983,Apocrine miliaria
10002984,Apolipoprotein A-I
10002985,Apolipoprotein A-I abnormal
10002986,Apolipoprotein A-I decreased
10002987,Apolipoprotein A-I high
10002988,Apolipoprotein A-I increased
10002989,Apolipoprotein A-I low
10002990,Apolipoprotein A-I normal
10002991,Apolipoprotein A-II
10002992,Apolipoprotein A-II abnormal NOS
10002993,Apolipoprotein A-II decreased
10002994,Apolipoprotein A-II increased
10002995,Apolipoprotein A-II normal
10002996,Apolipoprotein B
10002997,Apolipoprotein B abnormal
10002998,Apolipoprotein B decreased
10002999,Apolipoprotein B high
10003000,Apolipoprotein B increased
10003001,Apolipoprotein B low
10003002,Apolipoprotein B normal
10003003,Apoplastic thyroid cancer
10003004,Apoplexy
10003005,Apoprotein A1
10003006,Apoprotein B
10003007,Appearance personal neglect of
10003008,Appendectomy
10003009,Appendiceal abscess drainage
10003010,Appendicectomy
10003011,Appendicitis
10003012,Appendicitis perforated
10003013,Appendicitis purulent perforated
10003014,"Appendicitis, unqualified"
10003015,Appendix carcinoid tumour
10003016,Appendix disorder NOS
10003017,Appetite absent
10003020,Appetite decreased NOS
10003021,Appetite disorder NOS
10003023,Appetite exaggerated
10003024,Appetite excessive
10003025,Appetite impaired
10003027,Appetite increased NOS
10003028,Appetite lost
10003029,Appetite stimulated
10003030,Appetite suppressed
10003031,Appetite suppression
10003033,Application site anaesthesia
10003034,Application site anesthesia
10003035,Application site atrophy
10003036,Application site dermatitis
10003037,Application site dermatitis general
10003038,Application site dermatitis local
10003039,Application site desquamation
10003040,Application site edema
10003041,Application site erythema
10003042,Application site fat atrophy
10003043,Application site hypalgesia
10003044,Application site hyperpigmentation
10003045,Application site hypopigmentation
10003046,Application site irritation
10003047,Application site itching
10003048,Application site necrosis
10003049,Application site numbness
10003050,Application site oedema
10003051,Application site pain
10003052,Application site pigmentation changes
10003053,Application site pruritus
10003054,Application site rash
10003055,Application site reaction
10003056,Application site reaction NOS
10003058,Application site redness
10003059,Application site ulcer
10003060,Application site warmth
10003061,Apprehension
10003062,Apraxia
10003063,Aprosody
10003064,APTT
10003065,APTT decreased
10003066,APTT increased
10003067,APTT prolonged
10003068,Aptyalism
10003069,APUDoma
10003070,APUDoma NOS
10003071,Aquagenic pruritus
10003072,Aqueous humor of anterior chamber increase
10003073,Arachnitis
10003074,Arachnoiditis
10003075,Arachnoiditis adhesive chronic
10003076,ARC
10003077,Arch aortogram
10003078,Arch aortogram abnormal
10003079,Arch aortogram normal
10003080,Arch aortograph
10003081,Arcuate scotoma
10003082,Arcus senilis
10003083,ARDS
10003084,Areflexia
10003085,Arenaviral haemorrhagic fever
10003086,Arenaviral hemorrhagic fever
10003088,ARF
10003089,Argentaffinoma
10003090,Argentine haemorrhagic fever
10003091,Argentous corneal deposits
10003092,"Argyll Robertson pupil, atypical"
10003093,Argyll-Robertson pupils
10003094,Argyria
10003095,Ariboflavinosis
10003096,Arm amputation
10003097,Arm crushing
10003098,Arm paralysis
10003099,Arm traumatic amputation
10003100,Arms swollen red hot
10003101,Arnold-Chiari malformation
10003102,Aromatase inhibition therapy
10003103,Aromatherapy
10003104,Arousal difficult
10003105,Arousal night
10003106,Arousal retardation
10003108,Arrest atrial
10003109,Arrest cardiac
10003110,Arrest erythroid maturation
10003111,Arrest myeloid maturation
10003112,Arrest of bone development or growth
10003113,Arrest of urinary output
10003114,Arrest pulmonary
10003115,Arrest respiratory
10003116,Arrest sinus
10003117,Arrested development following protein-calorie malnutrition
10003118,Arrested labour
10003119,Arrhythmia
10003120,Arrhythmia (NOS)
10003121,Arrhythmia atrial
10003122,Arrhythmia atrial (NOS)
10003123,Arrhythmia cardiac (NOS)
10003124,Arrhythmia neonatal
10003125,Arrhythmia nodal
10003126,Arrhythmia nodal (NOS)
10003127,Arrhythmia NOS
10003128,Arrhythmia NOS foetal
10003129,Arrhythmia NOS neonatal
10003130,Arrhythmia supraventricular
10003131,Arrhythmia ventricular
10003132,Arrhythmia ventricular (NOS)
10003133,Arrythmia sinus
10003134,Arsenic abnormal
10003135,Arsenic in serum
10003136,Arsenic increased
10003137,Arsenic normal
10003138,Arsenic not present
10003139,Arsenical keratosis
10003140,Arterectomy with graft replacement
10003142,Arterial aneurysm
10003143,Arterial aneurysm NOS
10003144,Arterial aneurysm repair
10003145,Arterial anomaly
10003146,Arterial blood pressure decreased
10003147,Arterial bypass operation (excl coronary artery)
10003148,Arterial catheterisation
10003149,Arterial catheterisation abnormal
10003150,Arterial catheterisation normal
10003151,Arterial catheterisation NOS normal
10003152,Arterial disorder NOS
10003154,Arterial embolectomy
10003155,Arterial embolism (limbs)
10003156,Arterial embolism and thrombosis
10003157,Arterial embolism and thrombosis of lower extremity
10003158,Arterial embolism and thrombosis of upper extremity
10003159,Arterial embolism limb
10003160,Arterial embolism NOS
10003161,Arterial graft NOS
10003162,Arterial injury
10003163,Arterial insufficiency coronary
10003164,Arterial insufficiency peripheral
10003165,Arterial ligation
10003166,Arterial occlusion NOS
10003168,Arterial pressure high
10003169,Arterial pressure NOS decreased
10003170,Arterial pressure NOS increased
10003171,Arterial reconstruction
10003172,Arterial repair NOS
10003173,Arterial rupture
10003174,Arterial rupture NOS
10003175,Arterial spasm
10003176,Arterial spasm NOS
10003177,Arterial stenosis NOS
10003178,Arterial thrombosis
10003179,Arterial thrombosis (limbs)
10003180,Arterial thrombosis limb
10003181,Arterial thrombosis NOS
10003182,Arterial thrombosis of the arm
10003183,Arterial thrombosis of the leg
10003185,Arterialization
10003186,Arteriovenous anomaly
10003187,Arterio-venous fistula
10003188,Arteriovenous fistula creation
10003189,Arteriovenous fistula excision
10003190,Arteriovenous fistula operation
10003191,Arteriovenous fistula revision
10003192,Arteriovenous fistula thrombosis
10003193,Arteriovenous malformation
10003194,Arteriogram carotid
10003195,Arteriogram carotid abnormal
10003196,Arteriogram carotid normal
10003197,Arteriogram cerebral
10003198,Arteriogram cerebral abnormal
10003199,Arteriogram cerebral normal
10003200,Arteriogram coronary
10003201,Arteriogram coronary abnormal
10003202,Arteriogram coronary normal
10003203,Arteriogram renal
10003204,Arteriogram renal abnormal
10003205,Arteriogram renal normal
10003206,Arteriograph cerebral
10003207,Arteriograph renal
10003208,Arteriopathic disease
10003209,Arteriopathy
10003210,Arteriosclerosis
10003211,Arteriosclerosis coronary artery
10003212,Arteriosclerosis Moenckeberg-type
10003213,Arteriosclerosis Monckeberg-type
10003214,Arteriosclerosis renal
10003215,Arteriosclerosis retinal
10003217,Arteriosclerotic dementia
10003218,Arteriosclerotic dementia with delirium
10003219,Arteriosclerotic dementia with delusional features
10003220,Arteriosclerotic dementia with depressive features
10003221,"Arteriosclerotic dementia, uncomplicated"
10003222,Arteriosclerotic gangrene
10003223,Arteriospasm
10003224,Arteriospasm arterial arteriolar
10003225,Arteriospasm coronary
10003226,Arteriovenous fistula
10003227,Arteriovenous fistula of pulmonary vessels
10003228,"Arteriovenous fistula, acquired"
10003229,Arteriovenous malformations
10003230,Arteritis
10003232,Arteritis coronary
10003233,Arteritis NOS
10003234,Arteritis thrombotic
10003235,"Arteritis, unspecified"
10003236,Artery malformation
10003237,Artery rupture
10003238,"Arthropathy unspecified, involving hand"
10003239,Arthralgia
10003240,Arthralgia aggravated
10003241,Arthralgia lumbar
10003242,Arthralgia multiple
10003243,Arthralgia of temporomandibular joint
10003244,Arthritic pains
10003245,Arthritic-like pain
10003246,Arthritis
10003247,Arthritis aggravated
10003248,Arthritis allergic NOS
10003249,Arthritis bacterial NOS
10003250,Arthritis Charcot-type
10003251,Arthritis climacteric
10003252,Arthritis due to rubella
10003253,Arthritis enteropathic
10003254,Arthritis following viral infection
10003255,Arthritis fungal NOS
10003256,Arthritis gonococcal
10003257,Arthritis gouty
10003258,Arthritis helminthic NOS
10003259,Arthritis infective NOS
10003260,Arthritis lupus erythematosis
10003261,Arthritis multiple joint
10003262,Arthritis mutilans
10003263,Arthritis NOS
10003264,Arthritis NOS aggravated
10003265,Arthritis of neck
10003266,Arthritis pyogenic
10003267,Arthritis reactive
10003268,Arthritis rheumatoid
10003269,Arthritis rheumatoid aggravated
10003270,Arthritis rubella
10003271,Arthritis salmonella
10003272,Arthritis septic
10003273,Arthritis single joint
10003274,Arthritis viral
10003275,Arthritis viral NOS
10003276,Arthrocentesis
10003277,Arthrodesis NOS
10003278,Arthrogram
10003279,Arthrogram abnormal
10003280,Arthrogram normal
10003281,Arthrogram of knee
10003282,Arthrograph
10003283,Arthrography
10003285,Arthropathy
10003286,Arthropathy (NOS)
10003287,Arthropathy associated with dermatological disorders
10003288,Arthropathy associated with gastrointestinal conditions other than infections
10003289,Arthropathy associated with haematological disorders
10003290,Arthropathy associated with helminthiasis
10003291,Arthropathy associated with hematological disorders
10003292,Arthropathy associated with hypersensitivity reaction
10003293,Arthropathy associated with infections
10003294,Arthropathy associated with mycoses
10003295,Arthropathy associated with neurological disorders
10003296,Arthropathy associated with other bacterial diseases
10003297,Arthropathy associated with other conditions classifiable elsewhere
10003298,Arthropathy associated with other disorders classified elsewhere
10003299,Arthropathy associated with other endocrine and metabolic disorders
10003300,Arthropathy associated with other infectious and parasitic diseases
10003301,Arthropathy associated with other viral diseases
10003302,Arthropathy associated with Reiter's disease and allied conditions
10003303,Arthropathy associated with Reiter's disease and nonspecific urethritis
10003304,Arthropathy associated with respiratory disorders
10003305,Arthropathy crystal NOS
10003306,Arthropathy in Behcet's syndrome
10003307,Arthropathy in Behcet's syndrome involving ankle and foot
10003308,Arthropathy in Behcet's syndrome involving forearm
10003309,Arthropathy in Behcet's syndrome involving hand
10003310,Arthropathy in Behcet's syndrome involving lower leg
10003311,Arthropathy in Behcet's syndrome involving multiple sites
10003312,Arthropathy in Behcet's syndrome involving other specified sites
10003313,Arthropathy in Behcet's syndrome involving pelvic region and thigh
10003314,Arthropathy in Behcet's syndrome involving shoulder region
10003315,Arthropathy in Behcet's syndrome involving upper arm
10003316,"Arthropathy in Behcet's syndrome, site unspecified"
10003317,Arthropathy involving ankle and foot associated with helminthiasis
10003318,Arthropathy involving ankle and foot associated with mycoses
10003319,Arthropathy involving ankle and foot associated with other bacterial disease
10003320,Arthropathy involving ankle and foot associated with other infectious and parasitic diseases
10003321,Arthropathy involving ankle and foot associated with other viral diseases
10003322,Arthropathy involving ankle and foot associated with Reiter's disease and nonspecific urethritis
10003323,Arthropathy involving forearm associated with helminthiasis
10003324,Arthropathy involving forearm associated with mycoses
10003325,Arthropathy involving forearm associated with other bacterial diseases
10003326,Arthropathy involving forearm associated with other infectious and parasitic diseases
10003327,Arthropathy involving forearm associated with other viral diseases
10003328,Arthropathy involving forearm associated with Reiter's disease and nonspecific urethritis
10003329,Arthropathy involving hand associated with helminthiasis
10003330,Arthropathy involving hand associated with mycoses
10003331,Arthropathy involving hand associated with other bacterial diseases
10003332,Arthropathy involving hand associated with other infectious and parasitic diseases
10003333,Arthropathy involving hand associated with other viral diseases
10003334,Arthropathy involving hand associated with Reiter's disease and nonspecific urethritis
10003335,Arthropathy involving lower leg associated with helminthiasis
10003336,Arthropathy involving lower leg associated with mycoses
10003337,Arthropathy involving lower leg associated with other bacterial disease
10003338,Arthropathy involving lower leg associated with other bacterial diseases
10003339,Arthropathy involving lower leg associated with other infectious and parasitic diseases
10003340,Arthropathy involving lower leg associated with other viral diseases
10003341,Arthropathy involving lower leg associated with Reiter's disease and nonspecific urethritis
10003342,Arthropathy involving multiple sites associated with helminthiasis
10003343,Arthropathy involving multiple sites associated with mycoses
10003344,Arthropathy involving multiple sites associated with other bacterial diseases
10003345,Arthropathy involving multiple sites associated with other infectious and parasitic diseases
10003346,Arthropathy involving multiple sites associated with other viral diseases
10003347,Arthropathy involving multiple sites associated with Reiter's disease and nonspecific urethritis
10003348,Arthropathy involving oth spec sites assoc with reiter's disease and nonspecific ureth
10003349,Arthropathy involving other specified sites associated with helminthiasis
10003350,Arthropathy involving other specified sites associated with mycoses
10003351,Arthropathy involving other specified sites associated with other bacterial diseases
10003352,Arthropathy involving other specified sites associated with other infectious and parasitic diseases
10003353,Arthropathy involving other specified sites associated with other viral diseases
10003354,Arthropathy involving other specified sites associated with Reiter's disease and nonspecific urethri
10003355,Arthropathy involving pelvic region and thigh assoc with reiter's disease and nonspec ureth
10003356,Arthropathy involving pelvic region and thigh associated with helminthiasis
10003357,Arthropathy involving pelvic region and thigh associated with mycoses
10003358,Arthropathy involving pelvic region and thigh associated with other bacterial diseases
10003359,Arthropathy involving pelvic region and thigh associated with other infectious and parasitic disease
10003360,Arthropathy involving pelvic region and thigh associated with other viral diseases
10003361,Arthropathy involving pelvic region and thigh associated with Reiter's disease and nonspec ureth
10003362,Arthropathy involving shoulder region associated with
10003363,Arthropathy involving shoulder region associated with helminthiasis
10003364,Arthropathy involving shoulder region associated with mycoses
10003365,Arthropathy involving shoulder region associated with other bacterial diseases
10003366,Arthropathy involving shoulder region associated with other infectious and parasitic diseases
10003367,Arthropathy involving shoulder region associated with other viral diseases
10003368,Arthropathy involving shoulder region associated with Reiter's disease and nonspecific urethritis
10003369,Arthropathy involving upper arm associated with helminthiasis
10003370,Arthropathy involving upper arm associated with mycoses
10003371,Arthropathy involving upper arm associated with other bacterial diseases
10003372,Arthropathy involving upper arm associated with other infectious and parasitic diseases
10003373,Arthropathy involving upper arm associated with other viral diseases
10003374,Arthropathy involving upper arm associated with Reiter's disease and nonspecific urethritis
10003375,Arthropathy neurogenic
10003376,Arthropathy NOS
10003377,Arthropathy psoriatic
10003378,"Arthropathy unspecified, involving ankle and foot"
10003379,"Arthropathy unspecified, involving forearm"
10003380,"Arthropathy unspecified, involving lower leg"
10003381,"Arthropathy unspecified, involving multiple sites"
10003382,"Arthropathy unspecified, involving other unspecified sites"
10003383,"Arthropathy unspecified, involving pelvic region and thigh"
10003384,"Arthropathy unspecified, involving upper arm"
10003385,"Arthropathy, other specified"
10003386,"Arthropathy, site unspecified, associated with helminthiasis"
10003387,"Arthropathy, site unspecified, associated with mycoses"
10003388,"Arthropathy, site unspecified, associated with other bacterial diseases"
10003389,"Arthropathy, site unspecified, associated with other infectious and parasitic diseases"
10003390,"Arthropathy, site unspecified, associated with other viral diseases"
10003391,"Arthropathy, site unspecified, associated with Reiter's disease and nonspecific urethritis"
10003392,"Arthropathy, unspecified"
10003393,"Arthropathy, unspecified, involving shoulder region"
10003394,"Arthropathy, unspecified, site unspecified"
10003395,Arthroplasty (excl hip or knee)
10003396,Arthroplasty NOS
10003397,Arthroplasty of hip
10003398,Arthroplasty of knee
10003399,Arthropod bite
10003400,Arthropod infestation NOS
10003401,Arthropod scratch
10003402,Arthropod sting
10003403,Arthropod-borne disease NOS
10003404,"Arthropod-borne disease, unspecified"
10003405,Arthropod-borne haemorrhagic fever
10003406,"Arthropod-borne haemorrhagic fever, unspecified"
10003407,Arthropod-borne hemorrhagic fever
10003408,"Arthropod-borne hemorrhagic fever, unspecified"
10003409,"Arthropod-borne viral disease, unspecified"
10003410,Arthropod-borne viral encephalitis
10003411,Arthroscopy
10003412,Arthroscopy abnormal
10003413,Arthroscopy L knee
10003414,Arthroscopy normal
10003415,Arthroscopy R knee
10003416,Arthrosis
10003417,Arthrosis multiple
10003418,Arthrosis NOS
10003419,Arthus phenomenon
10003420,Arthus reaction
10003421,Arthus-type reaction
10003422,Articular calcification
10003423,Articular cartilage disorder
10003424,Articular cartilage disorder involving ankle and foot
10003425,Articular cartilage disorder involving forearm
10003426,Articular cartilage disorder involving hand
10003427,Articular cartilage disorder involving multiple sites
10003428,Articular cartilage disorder involving other specified sites
10003429,Articular cartilage disorder involving pelvic region and thigh
10003430,Articular cartilage disorder involving shoulder region
10003431,Articular cartilage disorder involving upper arm
10003432,"Articular cartilage disorder, site unspecified"
10003433,Articular disc disorder
10003434,Articular disc disorder (reducing or non-reducing)
10003435,Articular gout
10003436,Artificial insemination (donor)
10003437,Artificial insemination (husband)
10003438,Artificial insemination (partner)
10003439,Artificial menopause
10003440,Artificial rupture of membranes
10003441,Asbestosis
10003442,Ascariasis
10003443,Ascaris lumbricoides infection
10003444,Ascending cholangitis
10003445,Ascites
10003446,Ascites chylous
10003447,Ascorbate
10003448,Ascorbate high
10003449,Ascorbate low
10003450,Ascorbate normal
10003451,Ascorbic acid
10003452,Ascorbic acid abnormal
10003453,Ascorbic acid decreased
10003454,Ascorbic acid deficiency
10003455,Ascorbic acid increased
10003456,Ascorbic acid normal
10003457,ASD
10003458,Aseptic meningitis
10003459,Aseptic necrosis
10003460,Aseptic necrosis bone
10003461,Aseptic necrosis of bone
10003462,"Aseptic necrosis of bone, site unspecified"
10003463,Aseptic necrosis of head and neck of femur
10003464,Aseptic necrosis of head of humerus
10003465,Aseptic necrosis of medial femoral condyle
10003466,Aseptic necrosis of other bone sites
10003467,Aseptic necrosis of talus
10003468,ASLO increased
10003469,ASO
10003470,ASO titre
10003471,Asocial behavior
10003472,Asocial behaviour
10003473,Asocial personality
10003474,Asocial reaction
10003475,Asp transferase
10003476,Aspartate aminotransferase
10003477,Aspartate aminotransferase abnormal
10003478,Aspartate aminotransferase abnormal NOS
10003479,Aspartate aminotransferase decreased
10003480,Aspartate aminotransferase increase
10003481,Aspartate aminotransferase increased
10003482,Aspartate aminotransferase normal
10003483,Aspartate transferase
10003484,Asperger's disorder
10003485,Asperger's syndrome
10003487,Aspergilloma
10003488,Aspergillosis
10003489,Aspergillosis oral
10003490,Aspergillosis pharyngeal
10003491,Aspergillus flavus bronchopulmonary infection
10003492,Aspergillus flavus infection
10003493,Aspergillus fumigatus bronchopulmonary infection
10003494,Aspergillus fumigatus infection
10003495,Aspermia
10003496,Asphyxation
10003497,Asphyxia
10003498,Asphyxia imminens of newborn
10003499,Asphyxia livida of newborn
10003500,Asphyxia neonatal
10003501,Asphyxia pallida of newborn
10003502,Asphyxiation
10003503,Asphyxiation and strangulation
10003504,Aspiration
10003505,Aspiration bone marrow
10003506,Aspiration bone marrow abnormal
10003507,Aspiration bone marrow normal
10003508,Aspiration bursa
10003509,Aspiration bursa abnormal
10003510,Aspiration bursa normal
10003511,Aspiration cyst NOS
10003512,Aspiration cyst NOS abnormal
10003513,Aspiration cyst NOS normal
10003514,Aspiration epididymal cyst
10003515,Aspiration epididymal cyst abnormal
10003516,Aspiration epididymal cyst normal
10003517,Aspiration joint
10003518,Aspiration joint abnormal
10003519,Aspiration joint normal
10003520,Aspiration of joint
10003521,Aspiration of spermatocele
10003522,Aspiration pleural cavity
10003523,Aspiration pleural cavity abnormal
10003524,Aspiration pleural cavity normal
10003525,Aspiration pneumonia
10003526,Aspiration pneumonitis
10003527,Aspiration spermatocele
10003528,Aspiration spermatocele abnormal
10003529,Aspiration spermatocele normal
10003530,Aspiration tracheal
10003531,Aspiration tracheal abnormal
10003532,Aspiration tracheal normal
10003533,Aspirin asthma
10003534,Aspirin-sensitive asthma
10003535,ASPT
10003536,Assassination
10003537,Assault
10003538,Assault unprovoked
10003539,Assisted fertilisation
10003540,Assisted fertilization
10003541,Assisted ventilation
10003542,Associated virus (HTLV-III/LAV)
10003543,AST
10003544,AST increased
10003545,Astasia
10003546,Asteatotic eczema
10003547,Asterixis
10003548,Asteroid hyalosis
10003549,Asthenia
10003551,Asthenic personality disorder
10003552,Asthenopia
10003553,Asthma
10003554,Asthma aggravated
10003555,Asthma bronchial
10003556,Asthma cardiac
10003557,Asthma exercise induced
10003558,Asthma extrinsic
10003559,Asthma late onset
10003560,Asthma NOS
10003561,"Asthma, unspecified"
10003562,"Asthma, unspecified type, with status asthmaticus"
10003563,"Asthma, unspecified type, without mention of status asthmaticus"
10003564,Asthma/bronchitis
10003565,Asthmatic
10003566,Asthmatic attack
10003567,Asthmatic attack induced
10003568,Asthmatoid bronchitis
10003569,Astigmatism
10003570,"Astigmatism, unspecified"
10003571,Astrocytoma
10003572,Astrocytoma malignant NOS
10003574,Asymptomatic bacteriuria (excl pregnancy and neonatal)
10003575,Asymptomatic bacteriuria antepartum
10003576,Asymptomatic bacteriuria in pregnancy
10003577,"Asymptomatic bacteriuria in pregnancy, unspecified as to episode of care"
10003578,"Asymptomatic bacteriuria in pregnancy, with delivery"
10003579,"Asymptomatic bacteriuria in pregnancy, with delivery, with mention of postpartum complication"
10003580,Asymptomatic bacteriuria postpartum
10003581,Asymptomatic HIV infection
10003582,Asymptomatic human immunodeficiency virus type I infection
10003583,Asymptomatic infection with HIV
10003584,Asymptomatic neurosyphilis
10003585,Asynergia
10003586,Asystole
10003587,Asystolia
10003588,Asystolia neonatal
10003589,Asystolic
10003590,AT-3 decreased
10003591,Ataxia
10003592,Ataxia cerebellar
10003593,Ataxia NEC
10003594,Ataxia telangiectasia
10003595,Ataxia vestibular
10003596,Ataxic
10003597,Ataxic gait
10003598,Atelectasis
10003599,Atelectasis neonatal
10003600,Atheroma coronary artery
10003601,Atherosclerosis
10003602,Atherosclerosis cerebral
10003603,Atherosclerosis generalized
10003604,Atherosclerosis obliterans
10003605,Atherosclerosis of aorta
10003606,Atherosclerosis of arteries of the extremities
10003607,Atherosclerosis of arteries of the extremities with gangrene
10003608,Atherosclerosis of arteries of the extremities with intermittent claudication
10003609,Atherosclerosis of arteries of the extremities with rest pain
10003610,Atherosclerosis of arteries of the extremities with ulceration
10003611,"Atherosclerosis of arteries of the extremities, unspecified"
10003612,Atherosclerosis of autologous vein bypass graft of the extremities
10003613,Atherosclerosis of bypass graft of the extremities
10003614,Atherosclerosis of nonautologous vein bypass graft of the extremities
10003615,Atherosclerosis of other specified arteries
10003616,Atherosclerosis of renal artery
10003617,Atherosclerosis of unspecified graft of the extremities
10003618,Atherosclerotic dementia
10003619,Athetoid
10003620,Athetosis
10003621,Athlete's foot
10003622,ATLL
10003624,Atonia
10003625,Atonic bladder (neurogenic)
10003626,Atonic bladder sphincter
10003627,Atonic hemorrhage
10003628,Atonic seizures
10003629,Atonic urinary bladder
10003630,Atonic uterus
10003631,Atony of bladder
10003632,Atony of stomach
10003633,Atony skeletal muscle
10003634,Atony stomach
10003635,Atony urinary bladder
10003636,Atony uterine
10003637,Atopic
10003638,Atopic asthma
10003639,Atopic dermatitis
10003640,Atopic dermatitis and related conditions
10003641,Atopic eczema
10003642,Atopic flare-up
10003643,Atonic gallbladder
10003644,Atopic rhinitis
10003645,Atopy
10003646,"Atresia and stenosis of large intestine, rectum, and anal canal"
10003647,"Atresia and stenosis of large intestine, rectum, and anal canal, congenital"
10003648,"Atresia and stenosis of small intestine, congenital"
10003649,"Atresia and stenosis of urethra and bladder neck, congenital"
10003650,Atresia biliary
10003651,Atresia esophagus
10003652,Atresia of esophagus
10003653,"Atresia of pulmonary valve, congenital"
10003654,"Atresia, salivary duct, congenital"
10003655,Atrial arrest
10003656,Atrial arrhythmia
10003657,Atrial arrhythmia NOS
10003658,Atrial fibrillation
10003659,Atrial fibrillation aggravated
10003660,Atrial fibrillation and flutter
10003661,Atrial fibrillation paroxysmal
10003662,Atrial flutter
10003663,Atrial flutter/ fibrillation
10003664,Atrial septal defect
10003665,Atrial septal defect acquired
10003666,Atrial septal defect NOS
10003667,Atrial septal defect repair
10003668,Atrial tachycardia
10003669,Atrichia
10003670,Atrichosis
10003671,Atrioventricular block
10003672,Atrioventricular block (NOS)
10003673,Atrioventricular block complete
10003674,Atrioventricular block first degree
10003675,Atrioventricular block incomplete
10003676,Atrioventricular block NOS
10003677,Atrioventricular block second degree
10003678,"Atrioventricular block, complete"
10003679,"Atrioventricular block, other and unspecified"
10003680,"Atrioventricular block, unspecified"
10003681,Atrioventricular conduction time prolonged
10003682,Atrioventricular nodal reentrant tachycardia
10003683,Atrophic arthritis
10003684,Atrophic flaccid tympanic membrane
10003685,Atrophic gastritis
10003686,"Atrophic gastritis, with hemorrhage"
10003687,"Atrophic gastritis, without mention of hemorrhage"
10003688,Atrophic nonflaccid tympanic membrane
10003689,Atrophic rhinitis
10003690,Atrophic vaginitis
10003691,Atrophic vulva
10003692,Atrophic vulvitis
10003693,Atrophic vulvovaginitis
10003694,Atrophy
10003695,Atrophy acute yellow liver
10003696,Atrophy adrenal
10003697,Atrophy adrenal cortex
10003698,Atrophy application site
10003699,Atrophy breast
10003700,Atrophy injection site
10003701,Atrophy kidney
10003702,Atrophy liver
10003703,Atrophy muscle
10003704,Atrophy NOS
10003705,Atrophy of breast
10003706,Atrophy of edentulous alveolar ridge
10003707,Atrophy of hepatocytes
10003708,Atrophy of orbit
10003709,Atrophy of prostate
10003710,Atrophy of salivary gland
10003711,Atrophy of testis
10003712,Atrophy of tongue papillae
10003713,Atrophy of vulva
10003714,Atrophy optic
10003715,Atrophy optic nerve
10003716,Atrophy ovary
10003717,Atrophy pancreas
10003718,Atrophy skeletal muscle
10003719,Atrophy skin
10003720,Atrophy testicular
10003721,Atrophy thyroid
10003722,Atropine-like syndrome
10003723,Attack coronary
10003724,Attack heart (NOS)
10003725,Attempted murder
10003726,Attempted rape
10003727,Attempted rape victim
10003728,Attempted suicide
10003729,Attention concentration difficulty
10003731,Attention deficit disorder
10003732,Attention deficit disorder of childhood
10003733,Attention deficit disorder of childhood with hyperactivity
10003734,Attention deficit disorder of childhood without mention of hyperactivity
10003735,Attention deficit-hyperactivity disorder
10003736,Attention deficit/hyperactivity disorder
10003737,Attention deficit/hyperactivity disorder NOS
10003738,Attention impaired
10003739,Attention-seeking behaviour
10003740,Attentiveness decreased
10003741,Attic perforation of tympanic membrane
10003742,Attic perforation of tympanum
10003743,Attitude change
10003744,Attitude changed
10003745,Attrition of hard tooth tissue
10003746,Atypical attention deficit syndrome
10003747,Atypical autism
10003748,Atypical depressive disorder
10003749,Atypical face pain
10003750,Atypical hypertrophy of endometrium
10003751,Atypical lymphocytes
10003752,Atypical manic disorder
10003753,Atypical mycobacterial infection NOS
10003755,Atypical mycobacterial lymphadenitis
10003756,Atypical platelets present
10003757,Atypical pneumonia
10003758,Atypical proliferating ovarian tumor
10003759,Audio and visual hallucinations
10003760,Audiogram
10003761,Audiogram abnormal
10003762,Audiogram normal
10003763,Audiometric abnormalities
10003764,Audiometric test
10003765,Audiometric test abnormal
10003766,Audiometric test childhood
10003767,Audiometric test childhood abnormal
10003768,Audiometric test childhood normal
10003769,Audiometric test normal
10003770,Audiometry
10003771,Audiometry abnormal
10003772,Audiometry childhood
10003773,Audiometry childhood abnormal
10003774,Audiometry childhood normal
10003775,Audiometry normal
10003776,Audiovisual hallucinations
10003777,Auditory and visual hallucinations
10003778,Auditory disorder
10003779,Auditory disorder (NOS)
10003780,Auditory disorder NOS
10003781,Auditory evoked potentials
10003782,Auditory evoked potentials abnormal
10003783,Auditory evoked potentials normal
10003785,Auditory hallucinations
